product_id,name,short_description,price,original_price,discount_rate,rating_average,review_count,category_name,brand_name,url
20332547,Máy Giặt Electrolux Inverter 11kg EWF1141AEWA,"GIAO HÀNG VÀ LẮP ĐẶT CÙNG LÚC, KHU VỰC CẦN GIỜ CÓ GIAO HÀNG TÍNH PHÍ, VUI LÒNG LIÊN HỆ TRƯỚCVật tư phát sinh tính phí theo thực tế.Bảo hành chính hãng , có người đến tận nhà hỗ trợ....",13389000,16100000,17,0.0,0,,Electrolux,may-giat-electrolux-inverter-11kg-ewf1141aewa-p20332547.html?spid=65897924
275415063,CARD Màn hình VGA Inno3D GeForce RTX 4080 Super X3 – Hàng Chính Hãng,THÔNG SỐ KỸ THUẬTThương hiệuINNO3DModelNNO3D RTX 4080 SUPER X3 OCTên sản phẩmCard Màn Hình INNO3D RTX 4080 SUPER X3 OCChipsetGeForce RTX 4080 SUPERNhân CUDA1024...,31900000,31900000,0,0.0,0,,Inno3D,card-man-hinh-vga-inno3d-geforce-rtx-4080-super-x3-hang-chinh-hang-p275415063.html?spid=275415064
272850971,"Điện thoại Libero 5G III - 4/64GB Dimensity 700 ,Màn OLED ,Kháng nước IP57 - Hàng nhập khẩu nhật ","Cấu hình chi tiết : Độ phân giải Full HD+ (1080 x 2400 Pixels)Màn hình rộng 6.67 "" - Màn OLEDĐộ phân giải camera sau Chính 13 MP & Phụ 2 MP, 2 MPĐộ phân giải camera trước 8 MPHệ điều hành And...",2369000,2990000,21,5.0,4,,Tecno,dien-thoai-zte-libero-5g-iii-4-64gb-dimensity-700-man-oled-khang-nuoc-ip57-hang-nhap-khau-nhat-p272850971.html?spid=274142098
24535070,Bút Cảm Ứng Điện Dung 2 Trong 1 Baseus Smartphone Tablet IPad - Màu Ngẫu Nhiên - Hàng nhập khẩu,"Kiểu dáng nhỏ gọnBút Cảm Ứng Điện Dung 2 Trong 1 Baseus Smartphone, Tablet, iPad có thiết kế nhỏ gọn cho bạn dễ dàng mang theo bên mình. Thân bút bằng hợp kim nhôm kết hợp silicone với màu sắc sang t...",155719,155719,0,3.0,1,,Baseus,but-cam-ung-dien-dung-2-trong-1-baseus-smartphone-tablet-ipad-mau-ngau-nhien-hang-nhap-khau-p24535070.html?spid=140832300
51200047,Nồi Chiên Không Dầu Philips HD9745 (1500W) - Hàng Chính Hãng,"Thiết kế độc đáo cho phép nấu ăn ngon miệngNồi Chiên Không Dầu Philips HD9745 sở hữu thiết kế độc đáo kết hợp luồng khí được làm nóng rất cao lưu thông nhanh, thiết kế hình sao và cấu hình làm nóng t...",5019000,5800000,13,0.0,0,,Philips,noi-chien-khong-dau-philips-hd9745-1500w-hang-chinh-hang-p51200047.html?spid=117036616
77774900,Máy sấy LG 9 Kg DVHP09B - Hàng chính hãng ( chỉ giao HCM ),"Thiết kế hiện đại, gam màu trang nhã có thiết kế cửa ngang đẹp mắt, bảng điều khiển cảm ứng cùng nút vặn tiện lợi giúp bạn dễ dàng làm quen với thao tác cài đặt  .Toàn bộ thân máy được phủ một gam m...",17349000,20600000,16,0.0,0,,LG,may-say-lg-9-kg-dvhp09b-hang-chinh-hang-chi-giao-hcm-p77774900.html?spid=107654321
276029496,Ram máy tính Kingston Fury Beast Black 16GB 3200MHz DDR4 (KF432C16BB1/16) - Hàng Chính Hãng,Nhà sản xuất Kingston (USA)Model KF432C16BB1/16Chuẩn RAM DDR4Bus hỗ trợ 3200MHzDung lượng 16GB (1 x 16GB)Điện áp 1.2vCas Latency Default (Plug N Play): DDR4-2400 CL17-17-17 - 1.2VXMP Profile #1: DDR4-...,979000,979000,0,0.0,0,,Kingston,ram-may-tinh-kingston-fury-beast-black-16gb-3200mhz-ddr4-kf432c16bb1-16-hang-chinh-hang-p276029496.html?spid=276029497
277422141,Loa tủ công suất lớn bass 50 đôi Bossinon N9119K - Công suất 3000W - Hàng Chính Hãng,"_Nguồn AC, Nguồn DC_Hỗ trợ Bluetooth, guitar in, mic in_Bass loa ≈50cm X 2, Bass từ 170 - coil 65_Treble 450 x 2_ Loa mid x 2-Bình 20A_Phụ kiện 2 mic cầm tay không dây_Công suất: 3000Watts_ ĐẶC BIỆT: ...",14600000,14600000,0,0.0,0,,BOSSINON,loa-tu-cong-suat-lon-bass-50-doi-bossinon-n9119k-cong-suat-3000w-hang-chinh-hang-p277422141.html?spid=277422142
203317310,Bếp hồng ngoại Sunhouse SHD 6011 - Hàng Chính Hãng,"Mã sản phẩm: SHD6011Công suất: 2000 WĐiện áp: 220V/50 HzChế độ: Đun, Súp, Nướng, Rán, Hâm nóngChất liệu: Kính cường lực, chịu nhiệt đến 600 độ CKích thước mặt kính: 259x259mmLoại nồ...",595000,595000,0,0.0,0,,Sunhouse,bep-hong-ngoai-sunhouse-shd-6011-hang-chinh-hang-p203317310.html?spid=263702560
273465412,Bộ nhớ RAM PC G.Skill Trident Z5 RGB DDR5 32GB/ 64GB (16GBx2/ 32GBx2) 6000MHz - Hàng Chính Hãng,*Bộ nhớ RAM PC G.Skill Trident Z5 RGB DDR5 32GB (16GBx2) 6000MHz (F5-6000J3636F16GX2-TZ5RS)- Loại sản phẩm: Ram PC- Dung lượng: 32GB (2 x 16GB)- Chuẩn: DDR5- Bus: 6000 MHz*Bộ nhớ RAM PC G.Skill ...,3290000,3290000,0,0.0,0,,G.Skill,bo-nho-ram-pc-g-skill-trident-z5-rgb-ddr5-32gb-64gb-16gbx2-32gbx2-6000mhz-ha-ng-chi-nh-ha-ng-p273465412.html?spid=273465414
