product_id,name,short_description,price,original_price,discount_rate,rating_average,review_count,category_name,brand_name,url
273438724,"Điện Thoại Samsung A05s 4GB/128GB , Snapdragon 680 , Sạc nhanh 25W - Hàng Chính Hãng","Thông số kỹ thuậtMàn hình6.7 inch, PLS LCD, FHD+, 1080 x 2400 PixelsCamera sau50.0 MP + 2.0 MP + 2.0 MPCamera Selfie13.0 MPRAM4 GBBộ nhớ trong128 GBCPUSnapdragon 680Dung l...",2990000,3990000,25,0.0,0,,Samsung,dien-thoai-samsung-a05s-4gb-128gb-snapdragon-680-sac-nhanh-25w-hang-chinh-hang-p273438724.html?spid=273438726
273502215,Máy giặt Casper 7.5 kg WT-75NG1 - Hàng Chính Hãng - Chỉ giao HCM,"Máy giặt Casper 7.5 kg WT-75NG1 có khả năng tiết kiệm điện và nước hiệu quả nhờ tích hợp công nghệ suy luận ảo Fuzzy Logic hiện đại. Không những thế, mẫu máy giặt Casper này còn lần đầu tiên được tran...",3199000,5199000,38,5.0,1,,Casper,wt-75ng1-mien-phi-giao-lap-may-giat-casper-7-5-kg-wt-75ng1-p273502215.html?spid=273894871
276043794,"Bàn Phím Cơ ONIKUMA G38 Wired RGB - Hiệu Suất Cao và Thiết Kế Đẳng Cấp - Black, White - Hàng Chính Hãng","Bàn Phím Cơ ONIKUMA G38 Wired RGB - Hiệu Suất Cao và Thiết Kế Đẳng Cấp - Black, White - Hàng Chính Hãng Với kết nối có dây ổn định và hệ thống đèn LED RGB tùy chỉnh, ONIKUMA G38 không chỉ nâng cao ...",689000,689000,0,0.0,0,,Onikuma,ban-phim-co-onikuma-g38-wired-rgb-hieu-suat-cao-va-thiet-ke-dang-cap-black-white-chinh-hang-p276043794.html?spid=276074085
67991573,Bàn Phím Cơ Gaming Rapoo V500SE - Hàng Chính Hãng,Product InformationProduct Model/NameV500SE Backlit Mechanical Gaming  KeyboardProduct PositioningMiddle LevelKey typeMechanical key switchSwitch BrandRapoo switch...,565000,565000,0,4.0,3,,Rapoo,ban-phim-co-gaming-rapoo-v500se-hang-chinh-hang-p67991573.html?spid=77703577
58097686,Đồng hồ nam chính hãng Lobinni No.12028-3,Nhãn hiệu LOBINNIMã sản phẩm No.12028-3Giới tính NamKiểu máy Automatic (Máy Cơ)Đường kính mặt 39.8 mmĐộ dày 7.9 mmChất liệu vỏ Thép không gỉ 316LChất liệu dây Dây da cao cấpChất liệu mặt kính ...,10214286,10214286,0,0.0,0,,Lobinni,dong-ho-nam-chinh-hang-lobinni-no-12028-3-p58097686.html?spid=58097694
44328989,Tai nghe Nhét Tai Earphone Legaxi Hifi Đàm Thoại Cao Cấp - Hàng chính hãng,"Thông tin sản phẩm: Chất lượng âm thanh nổi Hifi tuyệt vời Thoải mái khi sử dụngChất liệu nhôm thanh lịch cao cấpTương thích với tất cả các thiết bị hỗ trợ jack cắm 3,5mm Hỗ trợ Micrô để trả lời cuộc...",155000,155000,0,5.0,2,,Legaxi,tai-nghe-nhet-tai-earphone-legaxi-hifi-dam-thoai-cao-cap-hang-chinh-hang-p44328989.html?spid=44328994
274968607,Loa máy tính Bluetooth Z407 với loa siêu trầm và điều khiển không dây - Hàng chính hãng ,LOA MÁY TÍNH BLUETOOTH Z407 VỚI LOA SIÊU TRẦM VÀ ĐIỀU KHIỂN KHÔNG DÂY THÔNG SỐ KỸ THUẬTKích thướcLoa Vệ tinhChiều cao: 199.9 mmChiều rộng: 93.9 mmChiều dày: 85.2 mmTrọng lượng: 389.6 g Loa s...,1890000,1890000,0,0.0,0,,Logitech,loa-may-tinh-bluetooth-z407-voi-loa-sieu-tram-va-dieu-khien-khong-day-hang-chinh-hang-p274968607.html?spid=274968608
172369953,"Loa Bluetooth PKCB Bản Mở Rộng, chip DSP, Hỗ Trợ Kết Nối Bluetooth, USB, Thẻ Nhớ,  dây 3.5mm 100W TWS Âm Thanh Sống Động - Hàng chính hãng","Loa Bluetooth PKCB Bản Mở Rộng, chip DSP, Hỗ Trợ Kết Nối Bluetooth, USB, Thẻ Nhớ, dây 3.5mm 100W TWS Âm Thanh Sống Động - Hàng chính hãng...",2100000,4200000,50,4.8,19,,PKCB,loa-bluetooth-pkcb-ban-mo-rong-chip-dsp-ho-tro-ket-noi-bluetooth-usb-the-nho-day-3-5mm-100w-tws-am-thanh-song-dong-hang-chinh-hang-p172369953.html?spid=172369954
205752358,Tai Nghe Điện Thoại PKCB323 Thoại Cổng 3.5mm - Hàng Chính Hãng,"Tai Nghe Nhét Tai có thiết kế nhỏ gọn, kiểu dáng ấn tượng phần đệm tai nghe êm ái, cho bạn cảm giác thoải mái sử dụng liên tục cả ngày dài. ...",85000,160000,47,4.8,44,,PKCB,tai-nghe-dien-thoai-pkcb323-thoai-cong-3-5mm-hang-chinh-hang-p205752358.html?spid=205752359
107018282,Điện Thoại Khúc Khích,"Điện Thoại Khúc Khích dành cho trẻ trên 1 tuổi được sản xuất từ chất liệu nhựa ABS an toàn cho bé Sản phẩm dùng pinĐiện thoại là một thiết bị không thể thiếu trong cuộc sống hiện đại, với mong muốn...",96000,130000,26,4.6,5,,Duka,dien-thoai-khuc-khich-p107018282.html?spid=109405782
