product_id,name,short_description,price,original_price,discount_rate,rating_average,review_count,category_name,brand_name,url
276471819,"Bút cảm ứng cảm biến nghiêng chống tì tay sạc nam châm WIWU Stylus A01 cho iPad Pro Air Mini đời 2018 gen 7/8/9 , gen 10 , ipad Pro M1 , M2 ipad pro M4 , Air 6 M2 , iPad Pro 13 inch - Hàng chính hãng","  Bút cảm ứng WIWU Stylus A01 cho iPad Pro, Air, Mini đời 2018 trở lên   Công nghệ chống tì tay toàn màn hình WIWU Stylus A01 hỗ trợ tính năng chống tì tay, cho phép bạn thoải mái viết và vẽ mà khôn...",629000,629000,0,0.0,0,,GREENCASE,but-cam-ung-cam-bien-nghieng-chong-ti-tay-sac-nam-cham-wiwu-stylus-a01-cho-ipad-pro-air-mini-doi-2018-p276471819.html?spid=276471820
275415063,CARD Màn hình VGA Inno3D GeForce RTX 4080 Super X3 – Hàng Chính Hãng,THÔNG SỐ KỸ THUẬTThương hiệuINNO3DModelNNO3D RTX 4080 SUPER X3 OCTên sản phẩmCard Màn Hình INNO3D RTX 4080 SUPER X3 OCChipsetGeForce RTX 4080 SUPERNhân CUDA1024...,31900000,31900000,0,0.0,0,,Inno3D,card-man-hinh-vga-inno3d-geforce-rtx-4080-super-x3-hang-chinh-hang-p275415063.html?spid=275415064
214515738,Máy Giặt Sharp 8.5kg ES-Y85HVS - Chỉ giao HCM,"Máy Giặt Sharp 8.5 Kg ES-Y85HV-S THÔNG SỐ KỸ THUẬT MÁY GIẶT (-)Dòng sản phẩmMáy giặt cửa trênKhối lượng giặt (kg)8,5Các chế độ giặt(Giặt tiêu chuẩn / Giặt đồ jean / Giặt nhẹ ...",3715000,5699000,35,5.0,2,,Sharp,may-giat-sharp-8-5kg-es-y85hvs-chi-giao-hcm-p214515738.html?spid=227258988
24535070,Bút Cảm Ứng Điện Dung 2 Trong 1 Baseus Smartphone Tablet IPad - Màu Ngẫu Nhiên - Hàng nhập khẩu,"Kiểu dáng nhỏ gọnBút Cảm Ứng Điện Dung 2 Trong 1 Baseus Smartphone, Tablet, iPad có thiết kế nhỏ gọn cho bạn dễ dàng mang theo bên mình. Thân bút bằng hợp kim nhôm kết hợp silicone với màu sắc sang t...",155719,155719,0,3.0,1,,Baseus,but-cam-ung-dien-dung-2-trong-1-baseus-smartphone-tablet-ipad-mau-ngau-nhien-hang-nhap-khau-p24535070.html?spid=140832300
178544681,"Màn Hình Máy Tính HIKVISION DS-D5022FN-C 21.5"" FHD 60Hz HDMI-VGA - Hàng Chính Hãng","Màn hình Camera Hikvision  DS-D5022FN-C  là một sản phẩm của thương hiệu Hikvision nổi tiếng toàn cầu. Mang các ưu điểm chung của các sản phẩm thuộc thương hiệu như sử dụng công nghệ hiện đại, độ bền...",1790000,1790000,0,0.0,0,,Hikvision,man-hinh-may-tinh-hikvision-ds-d5022fn-c-21-5-fhd-60hz-hdmi-vga-hang-chinh-hang-p178544681.html?spid=196292370
51200047,Nồi Chiên Không Dầu Philips HD9745 (1500W) - Hàng Chính Hãng,"Thiết kế độc đáo cho phép nấu ăn ngon miệngNồi Chiên Không Dầu Philips HD9745 sở hữu thiết kế độc đáo kết hợp luồng khí được làm nóng rất cao lưu thông nhanh, thiết kế hình sao và cấu hình làm nóng t...",5019000,5800000,13,0.0,0,,Philips,noi-chien-khong-dau-philips-hd9745-1500w-hang-chinh-hang-p51200047.html?spid=117036616
11788336,Bộ micro kèm tay cầm quay phim cho điện thoại Comica CVM-VM10-K1- Hàng Chính Hãng,"   ​Cardioid PatternGiving excellent off-axis rejection for desired sounds, can effectively reduce the noise of the surrounding environment to be pic...",963000,963000,0,1.0,1,,COMICA,bo-micro-kem-tay-cam-quay-phim-cho-dien-thoai-comica-cvm-vm10-k1-hang-chinh-hang-p11788336.html?spid=11788453
276029496,Ram máy tính Kingston Fury Beast Black 16GB 3200MHz DDR4 (KF432C16BB1/16) - Hàng Chính Hãng,Nhà sản xuất Kingston (USA)Model KF432C16BB1/16Chuẩn RAM DDR4Bus hỗ trợ 3200MHzDung lượng 16GB (1 x 16GB)Điện áp 1.2vCas Latency Default (Plug N Play): DDR4-2400 CL17-17-17 - 1.2VXMP Profile #1: DDR4-...,979000,979000,0,0.0,0,,Kingston,ram-may-tinh-kingston-fury-beast-black-16gb-3200mhz-ddr4-kf432c16bb1-16-hang-chinh-hang-p276029496.html?spid=276029497
277422141,Loa tủ công suất lớn bass 50 đôi Bossinon N9119K - Công suất 3000W - Hàng Chính Hãng,"_Nguồn AC, Nguồn DC_Hỗ trợ Bluetooth, guitar in, mic in_Bass loa ≈50cm X 2, Bass từ 170 - coil 65_Treble 450 x 2_ Loa mid x 2-Bình 20A_Phụ kiện 2 mic cầm tay không dây_Công suất: 3000Watts_ ĐẶC BIỆT: ...",14600000,14600000,0,0.0,0,,BOSSINON,loa-tu-cong-suat-lon-bass-50-doi-bossinon-n9119k-cong-suat-3000w-hang-chinh-hang-p277422141.html?spid=277422142
203317310,Bếp hồng ngoại Sunhouse SHD 6011 - Hàng Chính Hãng,"Mã sản phẩm: SHD6011Công suất: 2000 WĐiện áp: 220V/50 HzChế độ: Đun, Súp, Nướng, Rán, Hâm nóngChất liệu: Kính cường lực, chịu nhiệt đến 600 độ CKích thước mặt kính: 259x259mmLoại nồ...",595000,595000,0,0.0,0,,Sunhouse,bep-hong-ngoai-sunhouse-shd-6011-hang-chinh-hang-p203317310.html?spid=263702560
